Season,House_Type,Electricity_Provider,Income_Level,City_Area,Family_Members,AC_Usage_Hours,Heater_Usage_Hours,WashingMachine_Use,Fridge_Count,Other_Appliances,Avg_Daily_Usage,Units_Consumed,Monthly_Bill
Spring,Independent,Generator Backup,High,Urban,5.0,5.4,3.1,1.0,2.0,1.0,3.6,202.0,1407.0
Summer,Independent,PSPCL,Low,Urban,6.0,2.5,1.7,5.0,2.0,2.0,,228.0,1608.0
Summer,Rented Room,PSPCL,Medium,Urban,5.0,6.8,0.0,3.0,1.0,1.0,8.4,281.0,1884.0
Spring,Apartment,Generator Backup,High,Urban,1.0,,3.0,0.0,1.0,3.0,3.6,195.0,1340.0
Rainy,Apartment,Private,Low,SemiUrban,3.0,7.1,1.7,0.0,1.0,3.0,11.8,289.0,1942.0
Winter,Apartment,Generator Backup,Medium,,7.0,5.9,4.4,1.0,1.0,2.0,7.9,290.0,1947.0
Winter,Apartment,Generator Backup,High,Rural,7.0,2.2,0.1,5.0,2.0,5.0,8.0,197.0,1420.0
Summer,,PSPCL,Medium,Rural,2.0,2.3,3.5,5.0,1.0,5.0,7.7,170.0,1255.0
Rainy,Rented Room,Society,Medium,Urban,,7.7,5.6,5.0,1.0,2.0,8.5,315.0,2168.0
Winter,PG,PSPCL,Medium,SemiUrban,3.0,0.1,1.0,4.0,2.0,5.0,5.4,139.0,1074.0
Rainy,Independent,Society,Medium,Rural,2.0,5.7,2.8,3.0,2.0,4.0,5.6,229.0,
Rainy,Apartment,PSPCL,High,SemiUrban,7.0,5.6,0.5,5.0,2.0,5.0,7.6,282.0,1998.0
,PG,Generator Backup,High,Urban,6.0,5.0,3.8,3.0,2.0,5.0,10.3,283.0,1950.0
Winter,PG,PSPCL,High,Rural,1.0,7.9,3.3,1.0,1.0,,3.4,237.0,1716.0
Spring,Independent,PSPCL,,SemiUrban,1.0,2.5,2.4,5.0,1.0,4.0,8.4,211.0,1422.0
Summer,Rented Room,PSPCL,High,Urban,3.0,2.7,3.1,1.0,2.0,5.0,10.3,230.0,1612.0
Winter,Kothi,Generator Backup,Medium,SemiUrban,2.0,0.6,5.4,5.0,2.0,6.0,4.4,,1333.0
Winter,Kothi,Generator Backup,High,Rural,6.0,3.5,1.2,0.0,1.0,4.0,3.1,104.0,
Winter,PG,Generator Backup,Medium,Rural,1.0,2.1,0.1,2.0,1.0,2.0,5.8,103.0,854.0
Winter,Independent,Generator Backup,Low,Urban,1.0,,5.2,1.0,1.0,1.0,8.3,184.0,1248.0
Winter,Kothi,Society,Medium,Urban,4.0,6.7,3.5,5.0,1.0,2.0,4.2,267.0,1836.0
Rainy,PG,,Medium,Urban,4.0,7.5,5.3,2.0,1.0,1.0,6.8,277.0,1928.0
Summer,Rented Room,Private,Medium,SemiUrban,7.0,1.5,3.6,1.0,2.0,2.0,8.0,238.0,1691.0
Rainy,Kothi,Generator Backup,Low,SemiUrban,1.0,3.0,4.9,4.0,2.0,6.0,8.4,232.0,1680.0
Spring,PG,Society,High,SemiUrban,3.0,7.4,2.6,5.0,2.0,1.0,5.5,229.0,1544.0
Winter,PG,PSPCL,High,Urban,5.0,0.5,4.5,4.0,,1.0,6.6,175.0,1204.0
Summer,Apartment,Generator Backup,Low,Rural,5.0,0.7,5.5,0.0,1.0,3.0,10.0,213.0,1550.0
Winter,Rented Room,Private,Medium,Rural,6.0,1.3,3.4,5.0,2.0,1.0,11.5,272.0,1877.0
Summer,Apartment,Private,High,SemiUrban,1.0,4.8,1.1,0.0,1.0,1.0,10.8,198.0,1486.0
Rainy,Independent,Private,,SemiUrban,1.0,1.2,1.6,2.0,1.0,3.0,8.1,164.0,1240.0
Summer,Apartment,PSPCL,High,Rural,7.0,7.7,1.2,1.0,1.0,5.0,6.7,268.0,1872.0
Spring,Apartment,Society,,Rural,1.0,3.6,1.5,3.0,1.0,5.0,6.0,157.0,1154.0
Spring,Kothi,PSPCL,Medium,SemiUrban,3.0,4.0,1.8,0.0,1.0,3.0,4.1,182.0,1283.0
Summer,PG,Generator Backup,High,SemiUrban,4.0,2.0,3.3,3.0,1.0,4.0,4.0,144.0,1124.0
Summer,Rented Room,Private,Low,Rural,1.0,3.8,3.5,,1.0,1.0,9.2,,1492.0
Summer,Apartment,PSPCL,High,Urban,1.0,5.3,2.6,1.0,2.0,1.0,5.3,152.0,
Summer,Rented Room,PSPCL,High,SemiUrban,7.0,6.0,3.7,2.0,1.0,3.0,5.3,266.0,1847.0
Spring,Apartment,Society,High,Rural,2.0,6.0,0.5,1.0,2.0,3.0,12.0,257.0,1768.0
Winter,Independent,,High,Rural,7.0,4.6,0.5,5.0,2.0,4.0,4.7,196.0,1448.0
Summer,Apartment,Private,Low,Rural,7.0,7.2,1.0,0.0,1.0,6.0,4.3,525.0,2488.0
Summer,Kothi,PSPCL,Medium,,3.0,6.5,3.1,3.0,1.0,5.0,3.9,,1416.0
Spring,PG,PSPCL,Low,Urban,6.0,6.1,1.3,1.0,2.0,2.0,8.2,289.0,2010.0
Spring,Independent,Society,Low,Rural,1.0,,1.7,1.0,2.0,6.0,8.7,98.0,785.0
Rainy,Apartment,PSPCL,Low,SemiUrban,7.0,0.1,2.4,1.0,2.0,5.0,6.3,131.0,
Summer,Rented Room,PSPCL,Medium,Urban,7.0,1.7,4.9,0.0,2.0,1.0,7.8,239.0,1618.0
,Independent,PSPCL,High,Rural,2.0,5.3,0.1,2.0,1.0,6.0,10.1,253.0,1762.0
Spring,Independent,Society,High,Urban,7.0,3.3,3.9,1.0,1.0,3.0,10.4,245.0,1718.0
Spring,Apartment,Private,High,SemiUrban,5.0,3.2,4.0,0.0,1.0,4.0,11.6,256.0,1775.0
Winter,Independent,Generator Backup,Medium,Rural,6.0,7.1,4.8,3.0,2.0,5.0,10.4,343.0,2398.0
Summer,Rented Room,Private,High,SemiUrban,1.0,7.2,5.6,5.0,1.0,4.0,8.1,309.0,2094.0
Rainy,Independent,,Medium,Rural,1.0,7.3,0.1,4.0,2.0,5.0,4.6,,1730.0
Spring,Rented Room,PSPCL,High,Rural,2.0,2.5,0.9,0.0,1.0,6.0,3.9,110.0,
Spring,Apartment,Private,High,Rural,3.0,5.5,5.3,4.0,2.0,1.0,3.5,247.0,1662.0
Rainy,PG,Generator Backup,Low,Rural,1.0,2.2,2.8,1.0,1.0,2.0,9.0,186.0,1262.0
Winter,Independent,Society,Medium,,5.0,1.5,3.4,1.0,1.0,4.0,10.3,172.0,1188.0
Spring,PG,Society,Low,Urban,1.0,1.5,4.0,0.0,2.0,4.0,7.6,135.0,1076.0
Summer,Rented Room,Private,Low,Rural,5.0,2.7,4.1,4.0,2.0,2.0,3.5,161.0,1120.0
Spring,Independent,Private,Low,Rural,6.0,,5.6,,2.0,4.0,7.8,234.0,
Summer,Kothi,PSPCL,Medium,Urban,6.0,6.6,6.0,3.0,2.0,4.0,11.4,391.0,2634.0
Rainy,PG,Private,Medium,Urban,4.0,1.0,4.3,2.0,2.0,5.0,8.4,202.0,
Summer,Independent,PSPCL,High,Urban,4.0,5.9,1.7,2.0,1.0,5.0,10.3,263.0,1800.0
Rainy,PG,PSPCL,Low,Urban,5.0,4.3,5.3,1.0,2.0,2.0,10.2,298.0,2078.0
Summer,Independent,Society,High,Urban,3.0,2.3,0.3,4.0,1.0,1.0,11.4,192.0,1358.0
,Apartment,Society,Low,Urban,1.0,3.9,1.4,5.0,1.0,6.0,,,1666.0
Spring,Rented Room,Generator Backup,Medium,Urban,4.0,6.4,3.6,3.0,1.0,4.0,4.6,241.0,1704.0
Summer,PG,Society,Low,Urban,2.0,0.0,2.4,4.0,2.0,2.0,9.5,182.0,1364.0
Winter,Independent,Society,Medium,Rural,2.0,2.0,5.0,5.0,1.0,1.0,9.1,197.0,1352.0
Spring,Kothi,Society,High,Urban,,4.9,4.0,4.0,2.0,3.0,6.7,233.0,1704.0
,Rented Room,Generator Backup,,Rural,3.0,2.3,0.2,5.0,2.0,5.0,8.1,167.0,
Rainy,Kothi,Society,Medium,Urban,3.0,1.9,2.3,5.0,2.0,6.0,8.5,190.0,1293.0
Spring,Apartment,Society,Medium,Urban,7.0,0.4,5.9,1.0,1.0,4.0,7.3,211.0,1508.0
Summer,PG,Generator Backup,Medium,Urban,3.0,6.1,2.2,0.0,1.0,6.0,3.6,168.0,1165.0
Summer,Kothi,PSPCL,Medium,,3.0,6.5,3.1,3.0,1.0,5.0,3.9,,1416.0
Winter,Apartment,Society,High,SemiUrban,7.0,,4.6,2.0,2.0,6.0,,212.0,1431.0
Spring,Rented Room,PSPCL,High,Rural,2.0,2.5,0.9,0.0,1.0,6.0,3.9,110.0,
Rainy,Rented Room,Generator Backup,High,Urban,2.0,6.1,5.9,4.0,2.0,2.0,6.1,,1778.0
Winter,Apartment,Private,Low,Rural,7.0,6.4,0.8,0.0,2.0,1.0,6.2,216.0,1579.0
Rainy,PG,Private,Medium,,3.0,6.2,6.0,,1.0,2.0,3.7,229.0,1574.0
Spring,Apartment,Private,Low,Urban,5.0,0.8,5.3,0.0,2.0,,8.7,177.0,1224.0
Spring,Rented Room,Private,High,SemiUrban,3.0,0.9,2.9,4.0,2.0,2.0,10.4,237.0,1636.0
